timestamp,Asset_ID,Count,Open,High,Low,Close,Volume,VWAP,Target
1632139560,10,62.0,2513.082866666667,2516.0,2508.2467,2512.2623333333336,7.321045,2511.916552918765,-0.0197105549835052
1632139560,13,816.0,0.094025916,0.094135,0.09392,0.094035316,3008815.410194324,0.0940304473518502,-0.016334289462661
1632139560,12,448.0,0.2808591428571429,0.2818179999999999,0.2806929999999999,0.2815218571428572,594637.21446271,0.281158839805158,-0.0039063383197491
1632139560,11,50.0,234.46,234.77,234.16,234.5175,45.15546034,234.5093997083537,-0.0206657375985361
1632139620,3,1034.0,2.0700235,2.0717,2.067,2.0705095,571114.7123044799,2.0689298336222777,0.003489550335551
1632139620,2,197.0,552.418,552.73,551.71,552.482,279.02072093,552.2310176846106,0.0033459832228897
1632139620,0,657.0,371.815,372.3,370.927,372.1845,1330.90018793,371.6648466662448,-0.0064688237508652
1632139620,1,2897.0,43842.447941962855,43850.0,43767.0,43836.97714285715,103.2553362198108,43810.879950429735,0.0027332291631482
1632139620,4,645.0,0.20984975,0.2101,0.20947,0.209975,1425301.2296373984,0.2097332746007652,-0.0050193672464744
1632139620,5,435.0,4.352516666666667,4.36,4.343,4.356949999999999,63501.72782922824,4.3497981997987685,-0.0003388235793484
1632139620,7,278.0,49.65714000000001,49.771,49.5618,49.70246,7133.148885033397,49.63989803542058,-0.005644392905437
1632139620,6,2402.0,3060.196304061428,3062.07,3053.79,3059.665714285715,1074.263700403022,3057.912686684721,0.0007662600904765
1632139620,8,83.0,1.33745,1.3598,1.3165,1.33815,35707.3485,1.3374998193522651,-0.0143167678584814
1632139620,9,431.0,158.59099999999995,158.94,158.27,158.73042857142858,2679.099114210001,158.58948300695738,-0.0004937969498986
1632139620,10,66.0,2511.68005,2513.0,2508.0,2511.604825,7.748385000000001,2510.809207510132,-0.0065781724985588
1632139620,13,696.0,0.0940228,0.0941299999999999,0.0938399999999999,0.0940598,2375150.7545557767,0.093987163971684,-0.0080203990728665
1632139620,12,324.0,0.281565,0.282,0.281042,0.2816693333333333,335142.20639664,0.2813796797120486,-0.0047887902722173
1632139620,11,111.0,234.59,235.17,234.35,235.0025,176.25771725000004,234.72238055880544,-0.0138143238791065
1632139680,3,1652.0,2.0700551666666667,2.072,2.0580000000000003,2.060556333333333,753938.8295616778,2.0644561235206367,0.0032459653178178
1632139680,2,405.0,552.24,552.5,549.8,550.052,536.13606366,550.8078050540705,0.003429032860976
1632139680,0,964.0,372.168,372.3,370.4,370.5465,2568.79463024,371.26241750082255,-0.0097267047042102
1632139680,1,5169.0,43808.49,43851.0,43603.8,43629.91875,209.0685380341228,43702.13233004318,0.0013981192433058
1632139680,4,1020.0,0.20994225,0.21,0.2086,0.2086945,3453687.409950975,0.2092060412112133,-0.006729025327416
1632139680,5,837.0,4.354166666666667,4.3585,4.328,4.3365833333333335,100371.9367400122,4.343738215825735,0.0013491226393875
1632139680,7,313.0,49.67141666666666,49.74100000000001,49.41,49.49881666666666,5583.793714468524,49.59202430524271,-0.0033699354119261
1632139680,6,3692.0,3059.574285714285,3060.99,3041.33,3047.181428571429,2226.8798095283128,3051.8680204488323,-0.0004216430697183
1632139680,8,94.0,1.3373499999999998,1.36,1.3129,1.3341,37957.43346299932,1.335461978731752,-0.0147529261224643
1632139680,9,761.0,158.55100000000002,158.85,157.7,157.868,4626.705970866526,158.13856114403825,-0.0008875392295447
1632139680,10,104.0,2507.92938,2511.0469,2496.758,2498.8916,10.324625,2502.326102932799,-0.0069735520014428
1632139680,13,931.0,0.0941065,0.0941299999999999,0.093661,0.09372975,3866609.158229343,0.0938710875157593,-0.0073285418965092
1632139680,12,402.0,0.2816131428571428,0.282,0.2804,0.2806518571428572,913570.2055065312,0.2810096426003847,-0.0010902815823254
1632139680,11,118.0,234.82,235.1,234.02,234.322,282.11632634000006,234.5030108751653,-0.0111366921882528
1632139740,3,2129.0,2.0602663333333333,2.0628,2.053,2.057116333333333,1397672.2868295205,2.0580661016323814,0.003969404141899
1632139740,2,777.0,549.9216666666666,551.5,548.24,550.3116666666666,810.2833633416949,549.623120663084,0.0016592964979907
1632139740,0,1197.0,370.596,371.3,369.7,370.4235,2356.19211157,370.4555561356797,-0.0135172339334393
1632139740,1,6142.0,43644.15375,43694.1,43527.76,43612.204618388736,205.56148047081751,43614.37377190276,0.0013624037819012
